GravityX, GravityY, GravityZ
0,02422145,-0,9913615,-0,1289026
0,02422145,-0,9913615,-0,1289026
0,02422145,-0,9913615,-0,1289026
0,02422145,-0,9913615,-0,1289026
0,02422145,-0,9913615,-0,1289026
0,02422145,-0,9913615,-0,1289026
0,02422145,-0,9913615,-0,1289026
0,02643586,-0,9917626,-0,1253319
0,02643586,-0,9917626,-0,1253319
0,02643586,-0,9917626,-0,1253319
0,02643586,-0,9917626,-0,1253319
0,02643586,-0,9917626,-0,1253319
0,02643586,-0,9917626,-0,1253319
0,02643586,-0,9917626,-0,1253319
0,02643586,-0,9917626,-0,1253319
0,02643586,-0,9917626,-0,1253319
0,02623906,-0,9918461,-0,1247112
0,02623906,-0,9918461,-0,1247112
0,02623906,-0,9918461,-0,1247112
0,02623906,-0,9918461,-0,1247112
0,02623906,-0,9918461,-0,1247112
0,02623906,-0,9918461,-0,1247112
0,02623906,-0,9918461,-0,1247112
0,0243091,-0,9916393,-0,1267305
0,0243091,-0,9916393,-0,1267305
0,0243091,-0,9916393,-0,1267305
0,0243091,-0,9916393,-0,1267305
0,0243091,-0,9916393,-0,1267305
0,0243091,-0,9916393,-0,1267305
0,0243091,-0,9916393,-0,1267305
0,0243091,-0,9916393,-0,1267305
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02387309,-0,9915602,-0,1274307
0,02450171,-0,991744,-0,1258713
0,02450171,-0,991744,-0,1258713
0,02450171,-0,991744,-0,1258713
0,02450171,-0,991744,-0,1258713
0,02450171,-0,991744,-0,1258713
0,02450171,-0,991744,-0,1258713
0,02450171,-0,991744,-0,1258713
0,02513376,-0,9918452,-0,1249461
0,02513376,-0,9918452,-0,1249461
0,02513376,-0,9918452,-0,1249461
0,02513376,-0,9918452,-0,1249461
0,02513376,-0,9918452,-0,1249461
0,02513376,-0,9918452,-0,1249461
0,02513376,-0,9918452,-0,1249461
0,02496813,-0,9917215,-0,1259569
0,02496813,-0,9917215,-0,1259569
